Country,Region,DataYear,ClassGrade,Gender,Ageyears,Handed,Height_cm,Footlength_cm,Armspan_cm,Languages_spoken,Travel_to_School,Travel_time_to_School,Reaction_time,Score_in_memory_game,Favourite_physical_activity,Importance_reducing_pollution,Importance_recycling_rubbish,Importance_conserving_water,Importance_saving_energy,Importance_owning_computer,Importance_Internet_access,Left_Footlength_cm,Longer_foot,Index_Fingerlength_mm,Ring_Fingerlength_mm,Longer_Finger_Lefthand,Birth_month,Favorite_Season,Allergies,Vegetarian,Favorite_Food,Beverage,Favorite_School_Subject,Sleep_Hours_Schoolnight,Sleep_Hours_Non_Schoolnight,Home_Occupants,Home_Internet_Access,Communication_With_Friends,Text_Messages_Sent_Yesterday,Text_Messages_Received_Yesterday,Hanging_Out_With_Friends_Hours,Talking_On_Phone_Hours,Doing_Homework_Hours,Doing_Things_With_Family_Hours,Outdoor_Activities_Hours,Video_Games_Hours,Social_Websites_Hours,Texting_Messaging_Hours,Computer_Use_Hours,Watching_TV_Hours,Paid_Work_Hours,Work_At_Home_Hours,Schoolwork_Pressure,Planned_Education_Level,Favorite_Music,Superpower,Preferred_Status,Role_Model_Type,Charity_Donation
USA,NC,2019,"12        ",Female,17,Right-Handed,163.5,25,170,1,Bus,40,3.65,45,Other,750,850,700,750,1000,1000,26,"Left foot",75,50,"Index finger",May,Spring,Yes,No,Poultry,"Soft drink (caffeinated)",Science,6,9,6,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",20,20,9.5,0,3,12,7,7,9,1,40,2,0,10,Some,"Graduate degree",Jazz,"Freeze time",Healthy,Teacher,"Arts, culture, sports"
USA,NY,2019,"12        ",Female,17,Right-Handed,163,24.8,163,2,Car,6,0.732,53,Athletics,1000,1000,1000,1000,800,1000,24.4,"Right foot",7377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,NC,2019,"12        ",Female,18,Right-Handed,174,25,178,2,Car,8,0.354,33,Athletics,754,829,957,957,1000,1000,24.5,"Right foot",90,94,"Ring finger",March,Summer,Yes,No,Seafood,Water,"Mathematics and statistics",6,7,3,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",50,60,10,2,45,4,5,0,30,35,20,0,0,2,Some,Other,Country,Fly,Happy,"Business person","International aid"
USA,NC,2019,"12        ",Male,17,Right-Handed,186,27,190,1,,,.358,36,Soccer,800,800,800,900,387,800,27,"Same length",78,80,"Ring finger",December,Winter,No,No,Meat,Water,Science,6,9,4,"Yes - broadband connection","In person",3,4,5,.5,5,3,2,1,2,.5,4,0,0,1,Some,"Graduate degree","Rap/Hip hop","Freeze time",Happy,Actor,Environment
USA,NY,2019,"8         ",Female,13,Right-Handed,155,24.5,155,1,Bus,10,0.416,35,Athletics,802,882,1000,1000,128,497,25,"Left foot",75,80,"Ring finger",October,Fall,No,No,Meat,Water,History,5,8,5,"Yes - other","Myspace, Facebook, other social networking sites, or blog",408,383,3,8,15,1,3,1,14,21,28,6,0,14,"A lot","Graduate degree","Rhythm and blues (R&B)",Telepathy,Happy,"Musician or singer",Religious
USA,NH,2019,"7         ",Female,12,Right-Handed,156,24,142,2,Bus,2,.395,57,Running/Jogging,"7,600","9,500",6500,"9,700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,ID,2019,"12        ",Female,21,Right-Handed,164.5,23.8,150,1,Walk,15,0.414,53,Dancing,350,400,320,320,500,671,23.8,"Same length",69,80,"Ring finger",February,Fall,Yes,Yes,Breads/Sandwiches,Milk,Art,7,9,5,"Yes - other","Internet chat or instant messaging",12,45,8,10,60,5,2,9,3,2,10,2,0,3,"A lot","Graduate degree",Classical,"Freeze time",Happy,Relative,Health
USA,CA,2019,"7         ",Male,12.,Right-Handed,180.,23.,160.,1.,Car,10.,0.411,86.,None,1000.,1000.,1000.,1000.,1000.,1000.,22.,"Right foot",75,80.,"Ring finger",May,Winter,Yes,No,Desserts,Other,"Computers and technology",12.,12.,4.,"Yes - other",Other,0.,100.,0.,0.,2.,12.,0.,30.,0.,0.,30.,30.,0.,0.,Some,Other,Other,Invisibility,Rich,Other,Other
USA,NC,2019,"11        ",Female,17,Right-Handed,165.4,23.2,163.3,2,Bus,7,0.317,40,"Table Tennis",700,800,950,700,500,500,23.5,"Left foot",68,64,"Index finger",October,Winter,No,No,Fruit,Water,Art,5,12,5,"Yes - broadband connection","Text messaging",28,45,1,,,,,,,,,,,,,,,,,,
USA,FL,2019,"12        ",Male,17,Right-Handed,183,28,178,1,Car,2,0.71,55,Other,900,500,700,200,400,900,28,"Same length",100,110,"Ring finger",January,Summer,No,No,Meat,Water,History,6,5,5,"Yes - other","Text messaging",20,50,30,2,5,3,4,10,5,2,10,0,10,2,Some,"Graduate degree","Rap/Hip hop",Fly,Happy,Other,Health
USA,WA,2019,"11        ",,,,160.0,,,,,,0.253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,CA,2019,"12        ",Female,17,Right-Handed,152.4,23.5,152,2,Car,10,0.539,35,None,100,90,100,100,80,90,23.5,"Same length",70,70,"Same length",March,Winter,No,No,Pizza/Pasta,Water,Art,8,12,6,"Yes - other","Myspace, Facebook, other social networking sites, or blog",11,13,1,1,1,6,0,1,4,8,1,3,12,1,"A lot","Graduate degree","Rap/Hip hop",Telepathy,Happy,Actor,"Arts, culture, sports"
USA,NY,2019,"5         ",Female,10,Right-Handed,4.6,20,23,1,Walk,3,0.92,47,Athletics,50,50,40,40,10,30,19,"Same length",3,3,"Same length",October,Summer,Yes,No,Meat,Juice,"Social studies",0,11,3,"No internet connection","In person",0,0,4,0,3,4,5,1,0,0,5,3,0,3,"A lot","Graduate degree","Rap/Hip hop",Fly,Rich,Relative,Environment
USA,WA,2019,"11        ",Female,17,Right-Handed,,,,2,Bus,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,FL,2019,"12        ",Male,17,Right-Handed,182,22,187,2,Car,25,0.3,3,Running/Jogging,,,,,,,24,"Right foot",85,94,"Ring finger",October,Summer,No,No,Poultry,Water,"Social studies",8,9,4,"Yes - broadband connection","Text messaging",50,65,,,,,,,,,,,,,"A lot","Graduate degree","Rap/Hip hop",Invisibility,Happy,"Business person",Environment
USA,TX,2019,"12        ",Female,16,Right-Handed,156,21,156,1,Car,30,0.773,45,Dancing,1000,1000,1000,1000,500,500,21,"Same length",64,70,"Ring finger",November,Summer,No,No,"Rice/Noodle dishes",Water,Other,7,9,6,"Yes - other","Text messaging",200,200,10,2,2,40,0,0,8,8,30,10,0,7,Some,"Graduate degree",Other,Telepathy,Happy,Relative,"International aid"
USA,OH,2019,"12        ",Male,18,Right-Handed,6',18,203.2,One,Car,20,.20,38,None,770,770,300,950,950,950,18,"Same length",10,7.5,"Index finger",November,Summer,Yes,No,Meat,Water,Art,6,8.5,5,"Yes - broadband connection","Text messaging",50,30,5,0,50,70,20,80,0,75,100,0,0,100,Some,"Graduate degree","Rap/Hip hop","Freeze time",Happy,Relative,Health
USA,NY,2019,"12        ",Female,seg,Left-Handed,seg,seg,esg,seg,Skateboard/Scooter/Rollerblade,seg,seg,seg,Skateboarding/Rollerblading,1000,234,124,876,456,1000,90,"Right foot",92,50,"Index finger",September,Winter,Yes,No,Pizza/Pasta,"Sports drink",Art,1,1,2,"No internet connection",Other,0,0,0,0,90,90,0,0,0,0,0,1,0,90,Some,"Less than high school",Jazz,Invisibility,Famous,"Musician or singer",Religious
USA,IL,2019,"10        ",Male,15,Right-Handed,167.6,30,167.6,3,Walk,10,0.343,28,None,,,,,,,,,,,,July,Summer,Yes,No,"Rice/Noodle dishes",Juice,"Computers and technology",no,yes,4,"Yes - other","Myspace, Facebook, other social networking sites, or blog",,,,,,,,,,,,,,,,,,"Freeze time",Famous,,Health
USA,PA,2019,"7         ",Male,13,Left-Handed,65,35,172.2,2,Bus,15,0.283,37,"Football (American)",1000,615,513,428,0,1000,26,"Same length",70,70,"Same length",September,Summer,Yes,No,Seafood,"Powdered drink","Physical education",6,3,5,"Yes - broadband connection","Text messaging",3,9,7,,,,,,,,,,,,,,,,,,
USA,TN,2019,"9         ",Female,13,Right-Handed,160,22,57,1,Car,15,0.875,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,KY,2019,"7         ",Female,12,Right-Handed,154.9,22.5,143,1,Bus,6,0.477,46,None,4962,385,444,476,1000,1000,22.5,,6.25,6.5,"Ring finger",July,Spring,Yes,No,Pizza/Pasta,"Soft drink (caffeinated)","Mathematics and statistics",6,10,3,"Yes - other","Myspace, Facebook, other social networking sites, or blog",0,0,30,1,5,26,0,15,1,1,23,18,0,15,"A lot","Graduate degree",Pop,Invisibility,Rich,Other,Health
USA,CA,2019,"12        ",Female,17,Right-Handed,157,22,121,1,Car,17,0.315,36,Dancing,500,500,800,500,800,800,22,"Same length",60,60,"Same length",February,Fall,No,No,"Rice/Noodle dishes",Water,"Social studies",6,9,4,"Yes - other","In person",16,17,0,0,7,3,0,4,2,1,7,5,0,3,Some,"Graduate degree","Rhythm and blues (R&B)",Telepathy,Healthy,Relative,Other
USA,IN,2019,"12        ",Female,17,Right-Handed,163,26,152,1,Car,10,1.346,41,Baseball/Softball,1000,1000,700,700,800,800,26,"Same length",75,80,"Ring finger",December,Fall,No,No,Seafood,Water,"Mathematics and statistics",7,10,5,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",10,15,5,2,4,5,0,0,4,3,8,5,15,4,Some,"Graduate degree",Pop,Telepathy,Happy,Relative,"International aid"
USA,IN,2019,"11        ",Male,16,Right-Handed,183cm,,,1,Bus,10min,.376s,38s,Running/Jogging,850,845,700,900,850,850,,"Same length",,,"Index finger",September,Summer,No,No,Breads/Sandwiches,Water,"Computers and technology",6-7hr,8hrs,3,"Yes - other","Text messaging",100,100,6,0,20,25,25,10,3,4,5,4,10,10,"A lot","Graduate degree",Classical,"Freeze time",Happy,Relative,Health
USA,AZ,2019,"12        ",Female,17,Right-Handed,162,22,161,1,Car,17,0.48,60,Running/Jogging,765,738,765,620,5,481,22,"Same length",75,86,"Ring finger",February,Winter,Yes,No,"No favorite",Water,Other,3,5,6,"Yes - other","Text messaging",60,50,1,0,5,21,3,0,3,23,8,6,3,23,"A lot","Graduate degree",Other,Telepathy,Happy,Friend,Environment
USA,OH,2019,"12        ",Female,17,Right-Handed,5'5,8,5'5,1,Car,15,0.523,87,Running/Jogging,743,743,743,743,1000,1000,8.5,"Same length",7,7,"Same length",March,Fall,Yes,No,"Rice/Noodle dishes",Water,"Social studies",7,10,3,"Yes - other","Text messaging",50,50,6,1,3,2,1,1,3,3,3,3,0,3,"A lot","Some college",Other,Telepathy,Happy,Relative,Environment
USA,NY,2019,"5         ",Male,10,Ambidextrous,146,22,142,1,Bus,12,7,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,CA,2019,"12        ",Male,17,Right-Handed,177,26,177,2,Car,10,0.316,47,Soccer,1000,1000,1000,1000,500,100,26,"Same length",75,77,"Ring finger",July,Summer,No,No,Pizza/Pasta,"Soft drink (caffeinated)",Science,8,10,4,,"Myspace, Facebook, other social networking sites, or blog",12,20,4,0,2,1,1,2,5,10,2,0,0,0,Some,"Graduate degree",Techno/Electronic,Telepathy,Happy,"Religious figure","Wildlife, animals"
USA,CO,2019,"7         ",Male,13,Right-Handed,166,25,162,1,Car,"15 ",.735,62,Soccer,999,500,1000,850,700,1000,26,"Right foot",80,78,"Index finger",December,Winter,Yes,No,Pizza/Pasta,Water,Music,8,7,5,"Yes - other","In person",2,7,40,1,14,9,3,2,0,1/2,16,0,0,5,"A lot","Graduate degree",Gospel,Fly,Healthy,"Coach or club leader",Other
USA,OR,2019,"10        ",Female,16,Left-Handed,"172 ",23,,1,Car,"25 ",0.134,68,Skateboarding/Rollerblading,0,1000,500,700,300,800,23.2,"Left foot",80,90,"Ring finger",July,Summer,No,No,"No favorite",Juice,Other,"4 ",2,5,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",3,5,100,4,5,40,6,0,60,3,80,4,0,2,"A lot","Some college","Rap/Hip hop",Fly,Rich,Relative,"International aid"
USA,NY,2019,"5         ",Female,11,Right-Handed,142,21,148,4,Bus,8,3,4,None,0,0,1,0,1,1,21,"Same length",7,8,"Ring finger",October,Summer,No,No,Soups,Coffee,English,11,13,5,"No internet connection","Cell phone",No,No,2,0,10,10,0,0,0,0,0,5,0,10,"A lot","High school",Other,"Freeze time",Happy,"Doctor or nurse",Health
USA,MN,2019,"12        ",Female,16,Right-Handed,167,24,160,1,Car,23,.36,39,Soccer,900,900,950,900,500,500,24,"Right foot",68,71,"Ring finger",January,Winter,Yes,No,Meat,Water,Science,8,9,3,"Yes - other","In person",50,62,10,1,7,10,15,0,5,2,10,1,0,1,"Very little","Graduate degree",Pop,Invisibility,Happy,"Sports person",Environment
USA,CA,2019,"12        ",Male,17,Left-Handed,191,28,195,2,Car,6,0.374,34,Walking/Hiking,797,690,1000,1000,861,1000,28,"Same length",850,900,"Ring finger",July,Fall,No,No,Meat,"Soft drink (non-caffeinated)",English,7,8,3,"Yes - broadband connection","In person",23,24,2,1,10,5,4,20,20,20,40,0,0,3,"A lot","Graduate degree",Pop,"Freeze time",Happy,Relative,Environment
USA,WI,2019,"5         ",Male,10,Right-Handed,140,38,50,1,Car,20,.433,57,"Football (American)",1000,1000,1000,1000,1000,1000,,,70,90,"Ring finger",April,Summer,Yes,No,Meat,Milk,"Physical education",10,9,5,"Yes - broadband connection","In person",0,0,10,1,2,5,11,3,1,0,2,4,0,1,Some,"Graduate degree",Classical,"Freeze time",Happy,Relative,"Arts, culture, sports"
USA,SC,2019,"12        ",Male,18,Right-Handed,177,25,173,1,Car,10,.422,47,None,406,471,503,508,513,519,25,"Same length",8,"8 1/2","Ring finger",September,Fall,No,No,Pizza/Pasta,"Soft drink (caffeinated)","Mathematics and statistics",5-8,5-8,4-5,"Yes - other","Text messaging",100+,100+,8-10,4-5,1-2,5-10,5-10,2-3,2-3,2-3,2-3,4-5,10,10,"Very little","Some college","Rap/Hip hop",Fly,Happy,"Sports person",Health
USA,OH,2019,"12        ",Female,17,Right-Handed,160.2,,,2,Car,5,.609,56,Gymnastics,900,200,300,800,400,500,,,,,,September,Fall,No,No,Seafood,Juice,Science,4,7,5,"Yes - broadband connection","Text messaging","1,000",500,1,5,15,14,16,0,30,70,20,40,15,14,"A lot","Graduate degree",Country,"Freeze time",Happy,Friend,Health
USA,CA,2019,"12        ",Female,16,Right-Handed,155,20.5,155,2,Car,10,0.491,48,Walking/Hiking,936,888,877,882,433,519,21.5,"Left foot",13.1,13.3,"Ring finger",November,Winter,No,No,Pizza/Pasta,Water,Art,5,8,6,"Yes - broadband connection","Text messaging",75,90,4,1,5,1,0,2,4,3,2,2,0,1,"A lot","Graduate degree",Pop,Invisibility,Happy,Relative,"International aid"
USA,MA,2019,"12        ",Female,17,Right-Handed,165.5,22.5,165.5,1,Car,15,0.442,52,None,700,500,0,0,1000,1000,22.5,"Same length",65,67,"Ring finger",March,Summer,No,No,Pizza/Pasta,Tea,Science,7,12,4,"Yes - other","In person",6,13,3,6,8,20,1,0,,,,,,,,,,,,,
USA,PA,2019,"6         ",Male,12,Right-Handed,158,20,153,1,Car,5,0.378,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,CA,2019,"9         ",Female,14,Right-Handed,160,23,160,2,Car,5,0.392,35,Basketball,75,230,439,385,48,845,23,"Same length",73,74,"Ring finger",July,Fall,Yes,No,Seafood,Water,"Mathematics and statistics",7,10,4,"Yes - broadband connection","Internet chat or instant messaging",100,150,3,1,40,7,7,0,5,20,65,2,0,1,"A lot","Graduate degree",Gospel,Telepathy,Happy,Friend,"International aid"
USA,MA,2019,"12        ",Male,17,Left-Handed,182,27,181,1,Car,10,.321,48,Basketball,700,550,400,480,850,1000,27,"Same length",7.6,7.5,"Index finger",October,Winter,Yes,No,Meat,Water,English,6,7,2,"Yes - broadband connection","Text messaging",10,12,4,1,1,2,3,16,35,3,24,4,22,3,None,"Graduate degree","Rap/Hip hop","Freeze time",Happy,Other,"Education/Youth development"
USA,VA,2019,"11        ",Male,14,Right-Handed,171,,,2,Bus,15,0.35,41,Soccer,722,679,813,893,631,679,,"Same length",635,697,"Ring finger",March,Summer,Yes,No,Meat,Water,"Physical education",7.5,9,3,"Yes - other","Text messaging",50,50,1,8,4,6,8,7,10,1,12,3,0,1,Some,"Graduate degree",Other,Fly,Famous,Other,Health
USA,IN,2019,"8         ",Male,13,Left-Handed,157,25,159,1,Bus,39,0.352,48,Other,1000,500,800,1000,200,700,24,"Right foot",2,8,"Ring finger",March,Fall,Yes,Yes,Seafood,Water,Science,6,10,4,"Yes - broadband connection","In person",3,5,5,1,0,8,0,24,2,1,24,3,0,20,"Very little",Other,"Punk rock","Freeze time",Happy,Other,Health
USA,CA,2019,"12        ",Female,16,Right-Handed,157.4,22,60,3,Car,30,0.439,44,Swimming,1000,1000,900,900,200,900,22,"Same length",75,85,"Ring finger",February,Winter,Yes,No,"Rice/Noodle dishes",Water,"Computers and technology",8,8,3,"Yes - other","Text messaging",50,120,15,4,15,3,5,1,16,10,12,1,5,2,Some,"Graduate degree",Other,"Freeze time",Happy,"Musician or singer","International aid"
USA,IN,2019,"12        ",Male,18,Right-Handed,177,23.5,179,1,Car,10,.358,40,Other,60,60,75,75,50,60,24,"Left foot",70,80,"Ring finger",March,Summer,No,No,Meat,Milk,"Mathematics and statistics",5,8,3,"Yes - broadband connection","In person",5,10,5,1,10,10,15,1,5,1,20,20,15,8,Some,"Graduate degree","Rap/Hip hop",Telepathy,Happy,Friend,Health
USA,FL,2019,"6         ",Female,12,Right-Handed,162.6,,,2,Car,30,0.444,67,Other,481,310,144,925,401,401,,,,,"Ring finger",December,Spring,No,No,"No favorite",Water,"Physical education",7,9,4,"Yes - other","In person",0,25,40,0,15,70,8,1,5,1,1,10,0,5,"Very little",Other,,,,,
USA,TX,2019,"12        ",Female,17,Right-Handed,154,23,63,2,Car,6,0.654,48,Walking/Hiking,524,658,1000,813,75,337,23,"Same length",72,80,"Ring finger",August,Fall,No,No,Fruit,Juice,"Computers and technology",6,9,5,"Yes - broadband connection","In person",1,5,25,0,0,5,1,0,6,2,2,2,0,0,Some,"Graduate degree","Rap/Hip hop",Invisibility,Healthy,"Business person","Education/Youth development"
USA,CA,2019,"12        ",Male,16,Ambidextrous,180.3,30.5,181,2,Walk,5,0.35,56,"Martial Arts",500,600,700,1000,900,800,30.5,"Same length",95,105,"Ring finger",April,Spring,No,Yes,Pizza/Pasta,Milk,"Computers and technology",8,8,6,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",100,100,5,0,25,5,5,2,5,1,5,1,0,2,Some,"Undergraduate degree","Rap/Hip hop",Telepathy,Happy,Politician,Environment
USA,MI,2019,"9         ",Female,14,Right-Handed,"169 ",24,168,1,Car,20,0.757,56,Dancing,700,700,500,450,800,600,25,,60,70,"Ring finger",July,Summer,No,No,"No favorite",Water,"Mathematics and statistics",7,8,5,"Yes - other","Myspace, Facebook, other social networking sites, or blog",10,30,10,5,15,3,18,0,5,10,20,2,0,1,"A lot",Other,"Rap/Hip hop",Telepathy,Happy,"Sports person","Education/Youth development"
USA,SC,2019,"11        ",Male,18,Right-Handed,"6 3",,,1,Bus,60,0.39,59,Other,1000,1000,1000,1000,1000,1000,,"Same length",,,"Ring finger",August,Winter,No,No,Meat,"Soft drink (non-caffeinated)",History,10,6-8,2,"Yes - other","In person",None,None,7,1,5,0,0,84,0,2,84,84,0,4,Some,"Graduate degree",,"Super strength",Healthy,Other,Health
USA,FL,2019,"12        ",Female,16,Right-Handed,157,5.5,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,PA,2019,"12        ",Male,17,Left-Handed,180,40,180,1,Car,10,.567,44,Golf,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,CA,2019,"7         ",Female,12,Right-Handed,153,22,146,1,Car,5,.594,49,Soccer,1000,1000,980,900,0,300,21,"Right foot",80,80,"Same length",July,Summer,No,No,Seafood,Water,"Physical education",9,10,5,"Yes - other","Text messaging",3,7,2,1,5,7,10,6,10,4,6,8,0,5,"A lot","Graduate degree",Pop,Invisibility,Happy,Other,"Wildlife, animals"
USA,CA,2019,"12        ",Male,18,Right-Handed,180,26.5,182,2,Car,30,.094,34,Other,730,726,734,700,740,735,26.3,"Right foot",83,90,"Ring finger",August,Winter,No,No,Meat,Water,Science,7,9,5,"Yes - broadband connection","Internet chat or instant messaging",15,130,18,.5,7,20,10,38,3,.5,38,0,0,3,"Very little","Graduate degree","Rap/Hip hop","Freeze time",Healthy,Relative,"Wildlife, animals"
USA,PA,2019,"12        ",Female,17,Right-Handed,165,22,163,1,Car,11,0.478,40,"Hockey (Field)",952,578,754,599,802,888,22,"Same length",89,77,"Index finger",April,Spring,Yes,No,Pizza/Pasta,Water,"Mathematics and statistics",7,9,5,"Yes - other","Cell phone",20,50,9,1,5,10,5,0,5,3,3,7,0,2,Some,"Undergraduate degree",Pop,Fly,Rich,Relative,"International aid"
USA,CA,2019,"7         ",Female,13,Right-Handed,50,23,148,1,Bicycle,7,0.449,36,Athletics,1000,1000,900,900,500,1000,23,"Same length",71,74,"Ring finger",January,Fall,No,No,Meat,Water,"Mathematics and statistics",8,9-10,6,"Yes - other","In person",10,10,10,1/2,"7 1/2",11,3,1,3,4,10,2,0,3,Some,"Graduate degree",Pop,"Super strength",Happy,Other,"Wildlife, animals"
USA,IN,2019,"12        ",Male,17,Right-Handed,185,27,185,1,Car,5,.716,56,Lacrosse,900,800,700,700,400,600,27,"Same length",,,,,,,,,,,,,,,,,,5,3,4,5,4,1,6,4,20,9,12,3,Some,"Undergraduate degree",Country,Fly,Happy,"Coach or club leader","Arts, culture, sports"
USA,PA,2019,"4         ",Female,9,Ambidextrous,3.5,22,137,1,Bus,30,0.701,55,Gymnastics,10,11,1000,7,1000,1000,22,"Same length",,7,"Same length",February,Summer,No,No,Fruit,Coffee,"Social studies",5,6,6,"Yes - dial-up connection","Text messaging",7,7,2.5,0,3,20,2.5,0,2,0,10,20,0,8,Some,"High school",Classical,Fly,Happy,Friend,Environment
USA,TX,2019,"8         ",Female,14,Right-Handed,149.5,22,155,2,Bus,10-15,0.367,39,Other,1000,1000,1000,1000,750,750,22,"Same length",77,65,"Index finger",September,Winter,Yes,No,"Rice/Noodle dishes",Water,"Computers and technology",5-6,9-12,5,"Yes - other","Text messaging",20,20,,,,,,,,,3,2,0,3-4,Some,"Graduate degree","Rap/Hip hop",Telepathy,Happy,"Religious figure","International aid"
USA,SC,2019,"12        ",Male,17,Right-Handed,190.5,28,190,2,Car,7,0.43,27,Basketball,600,400,300,300,750,800,28,"Same length",75,85,"Ring finger",April,Summer,Yes,No,Pizza/Pasta,"Soft drink (non-caffeinated)","Mathematics and statistics",6,8,6,"Yes - broadband connection","Text messaging",150,180,7,5,20,9,2,11,3,5,4,2,1,3,Some,"Graduate degree",Gospel,Telepathy,Happy,Relative,Religious
USA,TX,2019,"12        ",Male,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,NC,2019,"11        ",Male,15,Right-Handed,177.8,10,177.8,1,Car,7,.33,40,Athletics,674,941,583,439,545,695,10,"Same length",89,99,"Index finger",October,Spring,Yes,No,Meat,Water,"Mathematics and statistics",7-8,10,4,"Yes - other","Text messaging",10,150,37,.2,2,10,20,10,10,2,15,2,0,6,Some,"Graduate degree",Pop,Telepathy,Rich,Actor,"Wildlife, animals"
USA,WA,2019,"11        ",Female,17,Right-Handed,135,30,120,1,Car,45,.491,44,Golf,500,500,500,500,1000,1000,25,"Same length",100,120,"Index finger",September,Fall,Yes,No,Pizza/Pasta,Tea,"Mathematics and statistics",7,8,5,"Yes - other","Myspace, Facebook, other social networking sites, or blog",5,5,10,1,4,10,4,10,0,0,10,10,40,20,"Very little","Graduate degree",Pop,"Super strength",Healthy,Relative,"Education/Youth development"
USA,NY,2019,"12        ",Female,18,Right-Handed,160,23,170,1,Car,20,0.487,42,Running/Jogging,1000,1000,1000,674,107,743,22,"Right foot",70,65,"Ring finger",April,Fall,No,No,Pizza/Pasta,Water,Science,7,10,4,"Yes - broadband connection","Text messaging",65,72,16,4,14,10,5,0,24,6,5,4,12,10,Some,"Graduate degree","Rhythm and blues (R&B)",Telepathy,Happy,"Doctor or nurse","Wildlife, animals"
USA,CA,2019,"11        ",Female,18,Right-Handed,152,20,156,1,Car,10,0.453,39,Gymnastics,800,700,700,700,400,600,20.5,"Left foot",650,680,"Ring finger",May,Summer,Yes,No,Seafood,Water,,6,12,4,"Yes - broadband connection","Cell phone",200,200,"6 ",1/2,8,3,25,0,8,4,6,0,"5 ",0,"A lot","Graduate degree","Rap/Hip hop",Telepathy,Happy,"Doctor or nurse",Health
USA,TX,2019,"12        ",Male,17,Left-Handed,180.3,25.9,long,6,Car,15,.276,26,Soccer,0,0,0,0,950,800,25.9,"Right foot",110,120,"Ring finger",December,Winter,Yes,No,Salads,Water,History,6,8,3,"Yes - broadband connection","Text messaging",500,200,6,0,1,24,3,5,10,4,10,2,8,2,,"Some college","Rock and roll",Fly,Healthy,Other,"Arts, culture, sports"
USA,CA,2019,"7         ",Female,12,Right-Handed,140,17,140,1,Walk,5,0.388,59,Dancing,1000,1000,1000,1000,500,1000,18,"Left foot",60,60,"Same length",March,Summer,Yes,No,Desserts,Water,"Physical education",7,8,4,"Yes - other","Text messaging",40,40,1,0.5,10,2,15,0.5,2,3,10,0.5,0,2,Some,"Graduate degree",Pop,Telepathy,Happy,Friend,"Wildlife, animals"
USA,OH,2019,"12        ",Male,18,Right-Handed,6'1,23,190,1,Car,12,0.42,50,Baseball/Softball,500,500,500,500,800,900,24,"Left foot",8.3,8.5,"Ring finger",July,Spring,No,No,Meat,"Sports drink","Physical education",7,7,4,"Yes - other","Text messaging",1000,1000,7,1,1,1,100,0,3,5,1,4,1,0,Some,"Some college","Rap/Hip hop","Super strength",Rich,"Sports person","Education/Youth development"
USA,TX,2019,"12        ",Male,17,Right-Handed,72,27,74,2,Car,15,0.374,29,Other,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,IN,2019,"10        ",Female,15,Right-Handed,164,23,164,1,Car,16,0.694,38,Soccer,900,800,600,400,100,150,24,"Left foot",8,7,"Index finger",April,Spring,No,No,Seafood,Water,Science,8,10,4,"Yes - broadband connection","Text messaging",20,20,10,1,10,8,12,0,8,5,10,4,12,1,Some,"Undergraduate degree",Pop,Fly,Happy,Relative,Health
USA,IN,2019,"11        ",Male,17,Right-Handed,181,24.5,177,1,Car,25,.354,42,"Football (American)",578,578,572,813,492,701,22,"Right foot",7.5,8,"Ring finger",November,Fall,No,No,Meat,Water,"Physical education",7,9,3,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",3,10,0,2,0,0,0,3,17,14,17,0,0,0,None,"Graduate degree","Rap/Hip hop",Invisibility,Rich,"Sports person",Health
USA,NY,2019,"10        ",Female,"16 ",Right-Handed,165,22,169,1,"Rail (Train/Tram/Subway)",35,0.448,51,Baseball/Softball,1000,900,700,800,500,600,22,"Right foot",95,95,"Ring finger",October,Spring,No,No,Pizza/Pasta,Water,English,9,8,3,"Yes - other","Text messaging","50 ",3,40,25,40,20,30,0,50,50,40,25,0,10,Some,"Graduate degree","Rap/Hip hop",Invisibility,Happy,Relative,"Education/Youth development"
